user,text,refined
KhuranaSanya,"b""About 4-in-10 Americans say there's a double-standard for judging men and women for top jobs http://t.co/pO9vHmsBEv""",about american say there doublestandard judg men woman top job
KhuranaSanya,"b'""India has had the longest stretches with a woman in power, with Indira Gandhi and Pratibha Patil"" still long way2go https://t.co/V3aNj9VNoW'",india longest stretch woman power indira gandhi pratibha patil still long way2go
KhuranaSanya,b'RT @clouddelhi: A thank you token to our bluemix technical experts by USIT @bikramnehra @Ec08Karan @irfanBshah @aprasahney http://t.co/IJrG\xe2\x80\xa6',A thank token bluemix technic expert usit
KhuranaSanya,b'RT @clouddelhi: SoftLayer Architecture in detail @IBMBluemix @irfanBshah @KhuranaSanya @aprasahney @bikramnehra @Ec08Karan http://t.co/3nBx\xe2\x80\xa6',softlay architectur detail
KhuranaSanya,b'RT @clouddelhi: Personal insights application on bluemix @irfanBshah @IBMBluemix  @KhuranaSanya @aprasahney @bikramnehra @Ec08Karan http://\xe2\x80\xa6',person insight applic bluemix
KhuranaSanya,b'RT @clouddelhi: Cheers to USIT coordinators and IBM Cloud ecosystem  @irfanBshah @aprasahney @bikramnehra @Ec08Karan @KhuranaSanya http://t\xe2\x80\xa6',cheer usit coordin ibm cloud ecosystem
KhuranaSanya,b'RT @clouddelhi: Hands on demo by @Ec08Karan at USIT @IBMBluemix @irfanBshah @KhuranaSanya @aprasahney @bikramnehra http://t.co/GKJMfXULnB',hand demo usit
KhuranaSanya,b'RT @clouddelhi: Hands on demo by @bikramnehra at USIT @IBMBluemix @aprasahney @KhuranaSanya @irfanBshah @Ec08Karan http://t.co/uZoH9VGyvu',hand demo usit
KhuranaSanya,b'RT @clouddelhi: Introduction to Bluemix and Bluemix catalog at USIT  @irfanBshah @IBMBluemix @KhuranaSanya @aprasahney http://t.co/EJ4x9wQq\xe2\x80\xa6',introduct bluemix bluemix catalog usit
KhuranaSanya,b'RT @clouddelhi: Setting up Bluemix in USIT - hands on session @irfanBshah @bikramnehra @aprasahney @KhuranaSanya @IBMBluemix http://t.co/OA\xe2\x80\xa6',set bluemix usit hand session
KhuranaSanya,b'RT @clouddelhi: The traditional way of developing apps @irfanBshah @IBMBluemix @KhuranaSanya @aprasahney @bikramnehra @Ec08Karan http://t.c\xe2\x80\xa6',the tradit way develop app
KhuranaSanya,b'RT @clouddelhi: Create application using Cloud Foundry \n@irfanBshah @IBMBluemix @KhuranaSanya @aprasahney @bikramnehra @Ec08Karan http://t.\xe2\x80\xa6',creat applic use cloud foundri
KhuranaSanya,b'RT @clouddelhi: Manifest.yml file #CloudFoundry @irfanBshah @IBMBluemix @KhuranaSanya @aprasahney @bikramnehra @Ec08Karan http://t.co/cfNni\xe2\x80\xa6',manifestyml file cloudfoundri
KhuranaSanya,b'RT @clouddelhi: Register on Bluemix for Hands-on tomorrow http://t.co/oAIEvEuQEq @irfanBshah @KhuranaSanya @aprasahney @IBMBluemix http://t\xe2\x80\xa6',regist bluemix handson tomorrow
KhuranaSanya,b'RT @clouddelhi: Cloud Computing workshop at USIT starts ... Day 1 @irfanBshah @IBMBluemix @KhuranaSanya @aprasahney #Bluemix http://t.co/M4\xe2\x80\xa6',cloud comput workshop usit start day bluemix
KhuranaSanya,b'Participants excited about Bluemix @clouddelhi  @aprasahney @irfanBshah @aparajitas403 http://t.co/fEliwO2yCT',particip excit bluemix
KhuranaSanya,b'Introduction to Cloud at Nodejs Meetup @clouddelhi @aprasahney @irfanBshah @aparajitas403 http://t.co/p6fsDCc0vp',introduct cloud nodej meetup
KhuranaSanya,b'Panel discussion @IBMcloud @clouddelhi @aprasahney @irfanBshah @metalwihen http://t.co/bRuw7DLVxN',panel discus
KhuranaSanya,b'Celebrity Match @clouddelhi @IBMcloud  @aprasahney @irfanBshah @metalwihen http://t.co/sW8SUtiXCy',celebr match
KhuranaSanya,b'Demo application EventQnA @clouddelhi @IBMcloud @aprasahney @irfanBshah http://t.co/6V90K91Rps',demo applic eventqna
KhuranaSanya,b'Hands on Demo on Bluemix @clouddelhi @IBMcloud @irfanBshah @aprasahney @metalwihen http://t.co/hqIbRGLF1Y',hand demo bluemix
KhuranaSanya,b'IBM mobility meetup at amity @clouddelhi @irfanBshah @aprasahney @metalwihen http://t.co/laKc8A15rD',ibm mobil meetup amiti
KhuranaSanya,b'I actually have very few real friends ..... http://t.co/Y4z3XC2YWB',I actual real friend
KhuranaSanya,b'If men were treated like women in the Workplace ... .. Phew !! #leanin http://t.co/hHHgSesLh7',If men treat like woman workplac phew leanin
KhuranaSanya,b'RT @rakeshmissra: An event impressively conducted by @metalwihen and @KhuranaSanya! https://t.co/Mf9vTefI9b',An event impress conduct
KhuranaSanya,b'IBM bluemix catalog and MobileFirst Platform @metalwihen @IBMcloud @aprasahney @irfanBshah @clouddelhi http://t.co/1fESCaGUat',ibm bluemix catalog mobilefirst platform
KhuranaSanya,b'RT @bikramnehra: @IBMBluemix event at #SRMUniversity @clouddelhi @irfanBshah @aprasahney @metalwihen @KhuranaSanya',event srmunivers
KhuranaSanya,b'RT @metalwihen: #clouddelhi @clouddelhi @irfanBshah @aprasahney @KhuranaSanya Open Discussion: Due Diligence &amp; Valuation with Experts http:\xe2\x80\xa6',clouddelhi due dilig amp valuat expert
KhuranaSanya,b'RT @metalwihen: #clouddelhi @clouddelhi @irfanBshah @aprasahney Due Diligence &amp; Valuation with Experts @KhuranaSanya http://t.co/IWJ772HouV',clouddelhi due dilig amp valuat expert
KhuranaSanya,b'@clouddelhi @irfanshah7 @aprasahney @IBMBluemix @metalwihen due diligence and valuation at amity http://t.co/ZnCKmFR5d3',due dilig valuat amiti
KhuranaSanya,b'RT @clouddelhi: Appy you rock Buddy !!  https://t.co/23BEXd4iP7',appi rock buddi
KhuranaSanya,b'@clouddelhi @IBMBluemix #iot networking after the event !! http://t.co/vv4lTLB9yn',iot network event
KhuranaSanya,b'@clouddelhi @IBMBluemix QnA with Surbhi http://t.co/ynLinUaesi',qna surbhi
KhuranaSanya,b'@clouddelhi @IBMBluemix #IoT #tweetingtree @adityaom1993 http://t.co/fBOeoBJBvS',iot tweetingtre
KhuranaSanya,b'@clouddelhi @IBMBluemix #iot enthusiastic crowd .... !! http://t.co/xCTweOQP2c',iot enthusiast crowd
KhuranaSanya,b'@clouddelhi @aprasahney @adityaom1993 #bluemix @SensitiveSensor Iot event at IBM http://t.co/TL4ioQoG89',bluemix iot event ibm
KhuranaSanya,b'@clouddelhi @IBMcloud @aprasahney @WomenWhoCode @IIITDelhi @EsyaIIITD  https://t.co/Gdbp4xxqvv',
KhuranaSanya,"b'RT @LeanInOrg: A victory for women, the Internet and maybe robots (all courtesy of this 9-year-old): http://t.co/586lGtn5WG #leanin http://\xe2\x80\xa6'",A victori woman internet mayb robot courtesi leanin
KhuranaSanya,b'RT @leaninigdtuw: The results for the recruitment drive held for over a month are out. \nWe welcome our new circle members.  @LeanInOrg http\xe2\x80\xa6',the result recruit drive held month We welcom new circl member
KhuranaSanya,"b'RT @SlideShare: How to be a better leader at work, via @vkoolcom: http://t.co/EdQWZgq06j #leadershipadvice http://t.co/CGkQ6KMvR5'",how better leader work via leadershipadvic
KhuranaSanya,b'@clouddelhi #bluemix #clouddelhi http://t.co/oiNIAzo3Is',bluemix clouddelhi
KhuranaSanya,b'RT @aprasahney: @irfanBshah @AngelHack @clouddelhi @iyernil @IBMBluemix @karthik_padman http://t.co/O3eKyIse3U',
KhuranaSanya,b'RT @irfanBshah: Luvin da energy @AngelHack #Delhi  @clouddelhi @iyernil @IBMBluemix #bluemix @aprasahney  @karthik_padman #clouddelhi http:\xe2\x80\xa6',luvin da energi delhi bluemix clouddelhi
KhuranaSanya,b'#Bluemix #iot @clouddelhi http://t.co/ctvn5uRuaY',bluemix iot
KhuranaSanya,"b""Smartest 7th grader I've ever met #bluemix #iot @clouddelhi http://t.co/g0N5Qy5VAn""",smartest grader ive ever met bluemix iot
KhuranaSanya,b'#bluemix #iot @clouddelhi http://t.co/lSAayoEsWk',bluemix iot
KhuranaSanya,b'#PaaS #bluemix #clouddelhi #iot @amity_incubatr @clouddelhi @bikramnehra http://t.co/GHVlVd7Tp5',paa bluemix clouddelhi iot
KhuranaSanya,b'RT @metalwihen: @irfanBshah @clouddelhi @aprasahney @bikramnehra The IBM Cloud Developer Bootcamp begins! http://t.co/UYtRiv54Qb',the ibm cloud develop bootcamp begin
KhuranaSanya,b'#bluemix #iot #clouddelhi @clouddelhi http://t.co/5SgoYnSqwx',bluemix iot clouddelhi
KhuranaSanya,b'##bluemix #iot #clouddelhi @clouddelhi @gvaibhavraj2 @metalwihen @aprasahney http://t.co/UQVbsFEhB0',bluemix iot clouddelhi
KhuranaSanya,"b""Amongst the many popular tourist attractions located here are Humayun's Tomb, Purana Qila and the Lodhi gardens and tombs. Connaught Place""",amongst mani popular tourist attract locat humayun tomb purana qila lodhi garden tomb connaught place
KhuranaSanya,b'Where is New Delhi ? #BluemixWatson',where new delhi bluemixwatson
KhuranaSanya,b'RT @irfanBshah: @amity_incubatr @AVOIND @aprasahney @clouddelhi @gvaibhavraj2 @rikscr7 @metalwihen #bluemix @KhuranaSanya #startups http://\xe2\x80\xa6',bluemix startup
KhuranaSanya,"b'RT @leaninigdtuw: Jishnu Gandhi, works for Google Inc. &amp; holds a http://t.co/W2Wx2aCW5G (hons) from SRCC.\n#LeanInTogether http://t.co/RTBH2\xe2\x80\xa6'",jishnu gandhi work googl inc amp hold hon srcc leanintogeth
KhuranaSanya,b'@LeanInOrg @leaninigdtuw @jishnugandhi #LeanInTogether  https://t.co/wXXAB8qHx0',leanintogeth
KhuranaSanya,"b'RT @LeanInOrg: \xe2\x80\x9cHalf the humans are girls and women, so we want half the engineers and scientists to be girls and women.\xe2\x80\x9d -#BillNye http://\xe2\x80\xa6'",half human girl woman want half engin scientist girl woman billny
KhuranaSanya,b'@clouddelhi #Bluemix #CloudDelhi http://t.co/mAkE0OfqjD',bluemix clouddelhi
KhuranaSanya,b'@clouddelhi @IBMcloud #CloudDelhi #Bluemix http://t.co/JLAjgnC5Sp',clouddelhi bluemix
KhuranaSanya,b'Everyone giving their intro #Bluemix #CloudDelhi @clouddelhi http://t.co/lMzq9g1Yjo',everyon give intro bluemix clouddelhi
KhuranaSanya,b'@gvaibhavraj2 @clouddelhi #Bluemix  #CloudDelhi http://t.co/33X8l9EWBn',bluemix clouddelhi
KhuranaSanya,b'#CloudDelhi #Bluemix http://t.co/zqbP2Tg4wy',clouddelhi bluemix
KhuranaSanya,b'#CloudDelhi #Bluemix http://t.co/T9YMtVNB1y',clouddelhi bluemix
KhuranaSanya,"b""RT @seemagoswami: Let's hear it for Indira Gandhi who #DespiteBeingAWoman helped liberate Bangladesh. And for Sheikh Hasina who #DespiteBei\xe2\x80\xa6""",let hear indira gandhi despitebeingawoman help liber bangladesh and sheikh hasina despitebei…
KhuranaSanya,"b'YouTube CEO, Yahoo CEO and Facebook COO #DespiteBeingAWoman http://t.co/trRlgBAUg7'",youtub ceo yahoo ceo facebook coo despitebeingawoman
KhuranaSanya,b'http://t.co/F8miZRRugH via @storypicker',via
KhuranaSanya,"b""We laugh about how girls are so mean to each other, like it's a given. Why? We can stop. #MeanGirls http://t.co/aXbV8Mwwus""",We laugh girl mean like given whi We stop meangirl
KhuranaSanya,b'@HillaryClinton If I were an American citizen I would have given my vote to her #LeanInHillaryClinton #SupportFromIndia @LeanInOrg',If I american citizen I would given vote leaninhillaryclinton supportfromindia
KhuranaSanya,b'RT @UN_Women: \xe2\x80\x9cThe feeling of fear is always inside a girl.\xe2\x80\x9d We have the power to change this. http://t.co/QL7IJjaUHi via @WEvolveGlobal',the feel fear alway insid girl We power chang via
KhuranaSanya,b'Another earthquake .... God have mercy on Nepal !!! \xf0\x9f\x99\x8f',anoth earthquak god merci nepal
KhuranaSanya,b'RT @amandajanerosso: You are amazing Mom - I hope one day my kids have the same relationship with me as I have with you. @DianeLohanRosso h\xe2\x80\xa6',you amaz mom I hope one day kid relationship I h…
KhuranaSanya,b'Sweet by face and strong by heart... She is the best mom of the world :) @LeanInOrg #LeanInTogether http://t.co/Te4FHWsGUH',sweet face strong heart she best mom world leanintogeth
KhuranaSanya,"b'Shared the science of ""power pose"" in the Lean In Meeting today  !! @amyjccuddy @LeanInOrg http://t.co/5rsmHBRKs5'",share scienc power pose lean In meet today
KhuranaSanya,b'RT @levoleague: Know your worth. See your value. The perfect inspiration to #ask4more! http://t.co/nx8xlLEGMN #equalpayday http://t.co/UfRW\xe2\x80\xa6',know worth see valu the perfect inspir ask4mor equalpayday
KhuranaSanya,b'RT @Prooffix: Prooffix is proud to support @KhuranaSanya on her #leanin application. Good luck!... http://t.co/Bc0MY4BrM9',prooffix proud support leanin applic good luck
KhuranaSanya,b'\xe2\x80\x9c@Prooffix: Prooffix is proud to support @KhuranaSanya on her #leanin application. Good luck! @leaninorg\xe2\x80\x9d thanks @Prooffix',prooffix proud support leanin applic good luck thank
KhuranaSanya,"b""RT @googlecloud: What's the first thing you created with code? Share your thoughts to inspire girls to be #FutureCoders @khanacademy http:/\xe2\x80\xa6""",what first thing creat code share thought inspir girl futurecod
KhuranaSanya,"b'""Theory of failing fast is an ideal paradigm for building female confidence"" - the confidence code @KattyKayBBC'",theori fail fast ideal paradigm build femal confid confid code
KhuranaSanya,b'RT @ariannahuff: Men for equality in the workplace @richardbranson http://t.co/GgM3gWkwTf #LeanInTogether',men equal workplac leanintogeth
KhuranaSanya,"b""#LeanInTogether .... \xf0\x9f\x98\x8a it's for men \xf0\x9f\x98\x8a\xf0\x9f\x98\x8a\xe2\x9c\x8c\xef\xb8\x8fhttp://t.co/BVaN4fZZd2""",leanintogeth men
KhuranaSanya,b'Something I tell my lean in girls everyday @LeanInOrg @sherylsandberg http://t.co/Po2SoccCwa',someth I tell lean girl everyday
KhuranaSanya,"b""The Importance of Being Yourself -- Even When It's Hard by @jackycarter #amandaseales #advice http://t.co/KSnvSDdh7F via @SlideShare""",the import be yourself even when it hard amandaseal advic via
KhuranaSanya,b'RT @WOBUK: The #AskHerMore campaign at the #Oscars sees leading actresses talking about more than just who they are wearing. http://t.co/ne\xe2\x80\xa6',the askhermor campaign oscar see lead actress talk wear
KhuranaSanya,b'RT @HuffingtonPost: Reese Witherspoon supports #AskHerMore on the #OscarsRedCarpet http://t.co/0VswC70027 http://t.co/qBukJPx8eI',rees witherspoon support askhermor oscarsredcarpet
KhuranaSanya,"b'Lean In 2.0\nThe second week of Leaning in with the members had discussions on the book ""Poor Little Rich Slum""... http://t.co/GrqYZ4rmQH'",lean In the second week lean member discus book poor littl rich slum
KhuranaSanya,b'7 Things We Need to Stop Saying to Sexual Assault Survivors Immediately http://t.co/ptWiiILzT3',thing We need stop say sexual assault survivor immedi
KhuranaSanya,b'I just discovered Developing Android Apps @Udacity. Check it out here! https://t.co/407UlkbQuq',I discov develop android app check
KhuranaSanya,b'http://t.co/hI6X6CUSG9',
KhuranaSanya,b'RT @LeanInOrg: Computer scientist. Navy admiral. Queen of Code. @FiveThirtyEight explores the life and legacy of Grace Hopper: http://t.co/\xe2\x80\xa6',comput scientist navi admir queen code
KhuranaSanya,b'RT @LeanInOrg: Strength in Numbers: A New Community for Women in Computer Science. http://t.co/7ADgAtnTs8. Join us at http://t.co/C9V3EU3bS\xe2\x80\xa6',strength number A new commun woman comput scienc join u
KhuranaSanya,"b""RT @LeanInOrg: Happy Valentine's Day! Thanks to all the 50/50 partners out there. #leanin http://t.co/d7T32Mq4jh""",happi valentin day thank partner leanin
KhuranaSanya,b'Lean In 2.0\nThe first week of Leaning in with the members had discussions on varied topics and books that helped... http://t.co/7XbktOmB0h',lean In the first week lean member discus vari topic book help
KhuranaSanya,"b'Lean In 2.0\nLean In 2.0, IGDTUW will work on promoting and supporting the members to achieve more than they think... http://t.co/pt2jqE1dzA'",lean In lean In igdtuw work promot support member achiev think
KhuranaSanya,"b'Grace Hopper Celebration of Women in Computing .... ""The Queen of Code"" ....For all women in technology ..... http://t.co/Vnt9zPLB6C'",grace hopper celebr woman comput the queen code for woman technolog
KhuranaSanya,b'The Queen of Code #gracehoppercelebration #leanin http://t.co/7szCZQbdEK',the queen code gracehoppercelebr leanin
KhuranaSanya,"b""Facebook's Sandberg: Women engineers should Lean In http://t.co/ls3UBBLjhS""",facebook sandberg woman engin lean In
KhuranaSanya,"b'To Get Women Into Computer Science, Sheryl Sandberg Launches Lean In Mentorship Network http://t.co/HfKRtARK45'",To get woman into comput scienc sheryl sandberg launch lean In mentorship network
KhuranaSanya,b'Sheryl Sandberg and Adam Grant on Women Doing \xe2\x80\x98Office Housework\xe2\x80\x99 http://t.co/HQPlU6V6JC',sheryl sandberg adam grant woman do offic housework
KhuranaSanya,b'What (Some) Silicon Valley Women Think Of Newsweek http://t.co/DjyJAmfgiM',what some silicon valley woman think Of newsweek
KhuranaSanya,b'RT @osgOlivia: Nora is speaking at @cisco_woi ! MT@Jo_Miller: 11 reasons why you should follow Nora Denzel (@ndenzel) on Twitter http://t.c\xe2\x80\xa6',nora speak reason follow nora denzel twitter
KhuranaSanya,b'Imposter Syndrome....\nhttps://t.co/ZNAEEDuKOl http://t.co/GKOZG7TUks',impost syndrom
KhuranaSanya,b'I posted a new photo to Facebook http://t.co/TcsOUC11Dp',I post new photo facebook
KhuranaSanya,b'Very well explained the hypocrisy of Indian society !!... http://t.co/39mcHMdhdp',veri well explain hypocrisi indian societi
KhuranaSanya,"b'Lean In @ IGDTUW Circle answers ""What would you do if you weren\'t afraid ?? "" And here are some of the responses... http://t.co/4zMP2KBuDg'",lean In igdtuw circl answer what would werent afraid and respons
KhuranaSanya,"b'Lean In @ IGDTUW Circle answers ""What would you do if you weren\'t afraid ?? "" And here are some of the responses... http://t.co/h0T39BAUyN'",lean In igdtuw circl answer what would werent afraid and respons
KhuranaSanya,"b'Lean In @ IGDTUW Circle answers ""What would you do if you weren\'t afraid ?? "" And here are some of the responses... http://t.co/TWXDYtZams'",lean In igdtuw circl answer what would werent afraid and respons
KhuranaSanya,"b'Lean In @ IGDTUW Circle answers ""What would you do if you weren\'t afraid ?? "" And here are some of the responses... http://t.co/qyHbfpP0Wl'",lean In igdtuw circl answer what would werent afraid and respons
KhuranaSanya,"b'Lean In @ IGDTUW Circle answers ""What would you do if you weren\'t afraid ?? "" And here are some of the responses... http://t.co/JuMRPogiWx'",lean In igdtuw circl answer what would werent afraid and respons
KhuranaSanya,"b'Lean In @ IGDTUW Circle answers ""What would you do if you weren\'t afraid ?? "" And here are some of the responses... http://t.co/0KdXdGri3i'",lean In igdtuw circl answer what would werent afraid and respons
KhuranaSanya,"b'Lean In @ IGDTUW Circle answers ""What would you do if you weren\'t afraid ?? "" And here are some of the responses... http://t.co/Y97fZ0FFnq'",lean In igdtuw circl answer what would werent afraid and respons
KhuranaSanya,"b'Lean In @ IGDTUW Circle answers ""What would you do if you weren\'t afraid ?? "" And here are some of the responses... http://t.co/lwIuBTHPIK'",lean In igdtuw circl answer what would werent afraid and respons
KhuranaSanya,"b'Lean In @ IGDTUW Circle answers ""What would you do if you weren\'t afraid ?? "" And here are some of the responses... http://t.co/xSqXO7KPYx'",lean In igdtuw circl answer what would werent afraid and respons
KhuranaSanya,"b'Lean In @ IGDTUW Circle answers ""What would you do if you weren\'t afraid ?? "" And here are some of the responses... http://t.co/WahKoq4TwQ'",lean In igdtuw circl answer what would werent afraid and respons
KhuranaSanya,"b'Lean In @ IGDTUW Circle answers ""What would you do if you weren\'t afraid ?? "" And here are some of the responses... http://t.co/NLoZvbwZ17'",lean In igdtuw circl answer what would werent afraid and respons
KhuranaSanya,b'http://t.co/PRzXywlTx0',
KhuranaSanya,b'I posted a new photo to Facebook http://t.co/Gadv3CiUAW',I post new photo facebook
KhuranaSanya,b'14 bizarre reasons why Indians think women get raped! http://t.co/fy2V6f5au5',bizarr reason indian think woman get rape
KhuranaSanya,"b'\xe2\x80\x9cThe cost of stability is often diminished opportunities for growth\xe2\x80\x9d \n\xe2\x80\x95 Sheryl Sandberg, Lean In: Women, Work, and the Will to Lead'",the cost stabil often diminish opportun growth sheryl sandberg lean In woman work will lead
KhuranaSanya,b'http://t.co/3R6gs5zy1c',
KhuranaSanya,b'Circles 2.0 | Lean In Circles http://t.co/BSLV2Qtfw0',circl lean In circl
KhuranaSanya,b'University of Cape Town Leans In http://t.co/fyU6328G2W',univers cape town lean In
KhuranaSanya,b'http://t.co/rgaUZdcTo4',
KhuranaSanya,b'http://t.co/RjULhsFmS2',
KhuranaSanya,b'This pic sums up my 2014 :) @LeanInOrg http://t.co/zZwxwK0s49',thi pic sum
KhuranaSanya,"b""New Year's Resolution? Get a Little Help From Your Friends http://t.co/YSH2TYRQxa""",new year resolut get littl help from your friend
KhuranaSanya,b'http://t.co/G5QzsqnBnH',
KhuranaSanya,b'http://t.co/PUpov9pvJf',
KhuranaSanya,b'http://t.co/nCepuk3y2Y',
KhuranaSanya,b'Instead of resolutions this year ... Set your dreams with deadlines http://t.co/OxBAUjADao',instead resolut year set dream deadlin
KhuranaSanya,"b'RT @InternSherry: Instead of resolutions this year, set dreams with deadlines @BeLeaderly #leadership #NewYearsResolution http://t.co/YmoCb\xe2\x80\xa6'",instead resolut year set dream deadlin leadership newyearsresolut
KhuranaSanya,b'Dear lovely lean in ladies !!! \n\nSince we will not be able to meet this month because of winter vacations!! I was... http://t.co/VPN9FEeMWE',dear love lean ladi sinc abl meet month winter vacat I
KhuranaSanya,b'Sheryl Sandberg\xe2\x80\x99s \xe2\x80\x98Lean In\xe2\x80\x99 http://t.co/ttvwW3EAmk',sheryl sandberg lean In
KhuranaSanya,"b""What would you do if you weren't afraid ?\n\nhttp://t.co/IPZ9mu5emL http://t.co/Hu8alhOUX8""",what would werent afraid
KhuranaSanya,"b""18 Badass Women You Probably Didn't Hear About In 2014 http://t.co/EjxohRkObQ""",badass woman you probabl didnt hear about In
KhuranaSanya,b'Women at Work: A Guide for Men http://t.co/WAs4vNo8vS',woman work A guid men
KhuranaSanya,b'RT @BeLeaderly: 11 leadership lessons learned by @katefcondev. Do you have one that is not on the list?  http://t.co/DuLR6hGNKx http://t.co\xe2\x80\xa6',leadership lesson learn Do one list
KhuranaSanya,b'#HerLifeHerChoices\nhttps://t.co/Za72IJQb4G http://t.co/Tl2Zt3ruLG',herlifeherchoic
KhuranaSanya,b'Sheryl sandberg on importance of computer science ... #HourofCode http://t.co/44l4UgNQy3',sheryl sandberg import comput scienc hourofcod
KhuranaSanya,b'http://t.co/PYANO1ZWX1',
KhuranaSanya,"b""RT @LeanInOrg: Check out the first of Sheryl Sandberg and Adam Grant's op-eds on Women and Work for The New York Times: http://t.co/uSfUJcW\xe2\x80\xa6""",check first sheryl sandberg adam grant op woman work the new york time
KhuranaSanya,"b""RT @HuffingtonPost: You probably won't lose weight without doing this first http://t.co/xtFAiYaKi2""",you probabl wont lose weight without first
KhuranaSanya,"b""Women frm @ariannahuff to @rachelsklar on how to overcme what's holding women back  http://t.co/Eyqh8dLMSg by @vivian_giang via @FastCompany""",woman frm overcm what hold woman back via
KhuranaSanya,"b'RT @BeLeaderly: If you don\xe2\x80\x99t have a seat at the table, bring your own chair. http://t.co/eXG4wn9sf1  #LeadershipQuotes http://t.co/8JFM9MzJ\xe2\x80\xa6'",If seat tabl bring chair leadershipquot
KhuranaSanya,"b""RT @sophiemayhook: Want to redefine the way you are perceived at work? @Jo_Miller's @BeLeaderly article tells you how...http://t.co/FDhtp7m\xe2\x80\xa6""",want redefin way perceiv work articl tell
KhuranaSanya,b'2nd Lean In meeting ... First step towards our ambitions (y) http://t.co/bqzxd4FjAb',lean In meet first step toward ambit
KhuranaSanya,"b'"" done is better than perfect "" http://t.co/TAEQ7coFMz'",done better perfect
KhuranaSanya,b'2nd lean in meeting .. First step towards our ambitions @LeanInOrg http://t.co/04VimCW7EQ',lean meet first step toward ambit
KhuranaSanya,b'2nd lean in meeting.... First step towards our ambitions!! #leaninorg #leanincampus http://t.co/BdUBKA3d7H',lean meet first step toward ambit leaninorg leanincampu
KhuranaSanya,b'http://t.co/Rt3yzHy9Si',
KhuranaSanya,b'The end of this hilarious video nails it \n\nMust watch ;)\n\nhttp://t.co/nCBDrxbZrd http://t.co/66ndWBzaFR',the end hilari video nail must watch
KhuranaSanya,"b""RT @BeLeaderly: Don't like how you're perceived at work? Redefine your personal brand in 3 steps.  http://t.co/iFDsRWskfd http://t.co/h1Sdz\xe2\x80\xa6""",dont like your perceiv work redefin person brand step
KhuranaSanya,"b'RT @LeanInOrg: ""The more you celebrate your life, the more in life there is to celebrate."" -Oprah Winfrey http://t.co/ouM9lGfkYe'",the celebr life life celebr oprah winfrey
KhuranaSanya,"b""RT @LeanInOrg: Hour of Code releases a new game featuring Frozen's Anna and Elsa to get girls coding #LetItGo http://t.co/6nTuUBUpTZ""",hour code releas new game featur frozen anna elsa get girl code letitgo
KhuranaSanya,"b'RT @LeanInOrg: ""If you\'re offered a seat on a rocket ship, you don\'t ask what seat. You just get on."" -Lean In http://t.co/lHV2FTHfSx'",If your offer seat rocket ship dont ask seat you get lean In
KhuranaSanya,b'http://t.co/lVXc4WV4w1',
KhuranaSanya,b'And we thought google is the best search engine .... @WolframResearch',and thought googl best search engin
KhuranaSanya,b'For all the Girls in Tech out there... This is a MUST READ !!!!! http://t.co/mkpNf1w40e',for girl tech thi must read
KhuranaSanya,b'ARE YOU KIDDING ME !!!!?????\n\nhttp://t.co/qDzGrHBhyf http://t.co/4HORmO1Ghy',are you kid ME
KhuranaSanya,"b""\xe2\x80\x9cAnd in situations where a man and a woman each receive negative feedback, the woman's self-confidence and... http://t.co/bDcQFBvtjP""",and situat man woman receiv neg feedback woman selfconfid
KhuranaSanya,b'RT @shewrote: Motivation behind #Slush: How many students wants to start their own company? Before: 3 out of 600. This year: more than 50% \xe2\x80\xa6',motiv behind slush how mani student want start compani befor thi year
KhuranaSanya,b'RT @googleanalytics: iOS App Install Tracking Comes To Analytics: http://t.co/oyz5iLne80 [via @sarahintampa / @techcrunch] #ICYMI',io app instal track come To analyt via icymi
KhuranaSanya,b'Vigilant Eye on Gender Pay Gap http://t.co/4Dw9fsz17V',vigil eye gender pay gap
KhuranaSanya,b'http://t.co/mpl6sUn0U7',
KhuranaSanya,b'31 Candid Photos That Sum Up What Fatherhood Looks Like http://t.co/yIVJSrk0ze',candid photo that sum Up what fatherhood look like
KhuranaSanya,b'They Help Techie Women Lean In - The New Indian Express http://t.co/waAUkSViqb',they help techi woman lean In the new indian express
KhuranaSanya,b'http://t.co/V4yzKTfDtP',
KhuranaSanya,b'What if we raised girls to help them both master negotiation skills and navigate the challenges?  http://t.co/SFiIZTc05w by @gwenmoran',what rais girl help master negoti skill navig challeng
KhuranaSanya,b'http://t.co/lF5ERc4BB5',
KhuranaSanya,"b""Sheryl Sandberg Book 'Lean In': Facebook COO on How Women 'Sabotage' Their Careers http://t.co/jdibtXOK40""",sheryl sandberg book lean In facebook coo how woman sabotag their career
KhuranaSanya,b'RT @womensleadershp: 4 ways to quickly build #influence in a new job  http://t.co/WgXaaPS6Uw',way quickli build influenc new job
KhuranaSanya,b'I posted a new photo to Facebook http://t.co/95uwJC3lP0',I post new photo facebook
KhuranaSanya,b'I posted a new photo to Facebook http://t.co/PD9MRHoC9g',I post new photo facebook
KhuranaSanya,b'@LeanInOrg http://t.co/gnuotGAdJM',
KhuranaSanya,b'Thank you mom and dad for putting an ambitious spark in me . And thank you @LeanInOrg for igniting it :) :)',thank mom dad put ambiti spark and thank
KhuranaSanya,b'http://t.co/luqVdLoRuK',
KhuranaSanya,"b'""we compromise our career goals to make room for partners and children who may not even exist yet"" - Sheryl... http://t.co/FdT0Jwvlpb'",compromis career goal make room partner child may even exist yet sheryl
